title,full_text,generated
어리석음에 뿌리박은 마음,"어리석음에 뿌리박은 마음이 선, 불선, 무기의 판단을 내리지 못해 기쁨과 불만족을 균등하게 경험하지 못하고, 사수(불고불락)와 함께 의심과 들뜸에 휩싸인다.",1
삼번의 난,"강희제가 상가희의 은퇴와 계승 요청에 번 폐지를 제시하자, 다른 두 명의 번주도 자신의 번을 폐지해달라고 청했다.",1
에리히 루덴도르프,"전보의 원본은 아직 발견되지 않았으나, 한스 프랑크의 회고록과 빌헬름 브로이커의 1953년 회고록에서 언급된 바 있습니다.",1
TCMS,TCMS는 서울교통공사 6000호대 전동차를 시작으로 다양한 전동차에 탑재되어 있다.,1
조영증,"2005년 AFC 소속 지도자 교육 강사를 맡았고, 2007년에는 국내 최초로 AFC A급 지도자 코스 강사를 역임하며 6월에는 AFC P급 지도자 코스 2차 강습회에 보조강사로 참여했다.",1
항염증제,"장기간 NSAIDs 복용은 위장 장애, 위궤양, 천식 악화, 신장 문제를 유발할 수 있으며, 아세트아미노펜 과다 복용은 간 손상을 초래할 수 있다.",1
런던탑,"1135년 헨리 1세의 사망 이후, 왕위 계승 다툼으로 인해 잉글랜드는 내전에 휩싸였고, 런던탑은 전략적 요충지로서 그 중요성이 더욱 부각되었습니다.",1
트라시메노호 전투,"기원전 217년, 티베리우스 셈프로니우스의 참패 이후, 가이우스 플라미니우스와 세르빌리우스가 집정관으로 선출되어 각각 셈프로니우스와 스키피오의 군대를 이어받았고, 플라미니우스는 한니발에 대한 적극적인 공세를 주장하며 두 집정관은 군대를 나누어 한니발의 예상 침투 경로를 막으려 했으나, 한니발은 예상치 못한 행군로를 통해 에트루리아를 거쳐갔다.",1
베트남어,"베트남어는 격, 성, 수량에 따른 어미 변화나 조사 없이 주어-동사-목적어(SVO) 어순을 따르며, 시제나 의문 등을 부사로, 장소 등을 전치사로 나타내고, 부사는 동사 앞, 명사는 분류사 뒤, 수식어는 피수식어 뒤에 놓인다.",1
위스콘신 대학교 매디슨,"매디슨은 맨도타 호와 모노나 호 사이에 위치한 도시로, 위스콘신 주청사와 메디슨 캠퍼스의 상징인 바스컴 홀이 인접해 있다.",1
훈독,"이러한 차자 표기 방식은 음차, 훈차, 훈음차 세 가지로 나뉘며, 각각 한자의 음, 훈음, 훈음을 음차로 사용하는 방식을 나타낸다.",1
망막층간분리증,"견인성 망막층간분리는 황반의 견인력으로 인해 발생하며, 특정 상황에서 나타날 수 있습니다.",1
세월호 침몰 사고 관련 수사,해운업의 뿌리 깊은 부패 문제.,1
이스라엘 독립 선언서,"이스라엘 독립 선언서 서명 후 11분 만에 트루먼 대통령이 이스라엘을 인정하고, 이를 잇따라 이란, 과테말라, 아이슬란드, 니카라과, 루마니아, 우루과이가 따라 하였으며, 소련은 5월 17일, 폴란드, 체코슬로바키아, 유고슬라비아, 아일랜드, 남아프리카 공화국이 뒤를 이었고 미국은 1949년 1월에 공식 인정을 내렸다.",1
브리트니 스피어스,"2008년, 브리트니 스피어스는 건강 문제로 인해 양육권 문제와 함께 컨서버십을 받게 되면서도, 치료와 방문권 복귀를 통해 음악계에 복귀하는 과정을 보여주었다.",1
아일랜드의 역사,"18세기 아일랜드는 경제적 어려움과 자원의 잉글랜드로의 유출, 혹한의 겨울과 감자 흉작으로 인한 대규모 인구 감소를 겪으며 1740년대 아일랜드 기근의 피해를 입었다.",1
최경식 (축구인),1996년에 싱가폴에서 열린,1
명백·현존위험의 원칙,"1951년 데니스 사건에서 법원은 긴박한 위험이 아니더라도 명백하고 중대한 위험이라면 처벌될 수 있다고 판단하여 피고인을 유죄 판결했지만, 더글라스 대법관은 명백하고 현존하는 위험의 원칙을 주장하며 무죄를 주장했습니다.",1
박계동,퇴직 후 한국택시협동조합을 설립하고 현재 이사장직을 수행하고 있다.,1
요익중,"요익중은 석호 장군 휘하에서 뛰어난 전략으로 많은 승리를 거두었지만, 석호의 소극적인 지휘에 좌절하여 독립 세력을 건설하고 염위, 후조, 포홍 등과의 다툼에 휘말렸다.",1
변태섭,"1925년 8월 16일 경기도 연천군 남면 상수리 출생으로, 남면국민학교와 경성사범학교를 거쳐 1946년 서울대학교 사범대학으로 진학하여 1949년 졸업 후 성신여자고등학교 교사를 지냈고, 한국전쟁으로 인해 육군사관학교 장교가 되어 역사학 강의를 맡았다.",1
아스팔트,"뛰어난 방수 능력 때문에 도로포장, 방수, 방습 재료로 사용됩니다.",1
닉 아덴하트,아덴하트 가족은 아덴하트 사망을 이렇게 슬퍼했다.,1
거창 둔마리 벽화 고분,"둔마리 고분벽화는 피장자에 대한 정보는 드러나지 않지만, 당시 그림 그리기와 의상 연구에 중요한 자료로 여겨진다.",1
카롤루스 제국,"샤를 마르텔은 왕이나 황제의 칭호를 받지 않았지만, 피레네 산맥 이북의 서유럽 대륙을 실질적으로 통치하며 프랑크 왕국의 영토를 확장시켰다.",1
T-54/T-55,소련의 주력 전차로서 T-54와 T-55는 1946년부터 제2차 세계 대전 이후 전 세계 여러 분쟁에 참여하며 널리 사용되었다.,1
1973년 칠레 쿠데타,기밀문서 공개로 칠레 민주주의를 전복시킨 사건이 미국의 음모로 드러나게 되었다.,1
드래곤 사쿠라,"3년 만에 붕괴된 류잔 고등학교에서 자유로운 교풍을 실현하려는 이사장의 방침에 따라, 2년 전 사건으로 의욕을 잃은 사쿠라기가 미즈노와 함께 다시 학생들에게 다가간다.",1
영국-네덜란드 전쟁,"네덜란드가 재정적 안정과 해군 강화를 통해 무역을 발전시키는 동안, 잉글랜드는 1660년 왕정복고 이후 찰스 2세가 항해 조례를 개정하고 1664년에는 뉴네덜란드를 침략하여 뉴암스테르담을 점령하고 뉴욕으로 개명했습니다.",1
그린 라인 (워싱턴 메트로),"그린 라인은 최대 용량을 위해 19개의 열차(8량 열차 10대, 6량 열차 9대)를 운행합니다.",1
신경근 접합부,"이러한 발견은 전이유전자를 이용한 녹아웃 마우스 모델 연구를 통해, 아그린, MuSK, Dok-7의 각각의 역할을 뒷받침하는 증거를 제공한다.",1
예술 치료,동그라미 중심 가족묘화는 내면의 가족관계를 투사적으로 드러내는 새로운 묘화 기법이다.,1
장프랑수아 밀레,"최근에는 X-ray 촬영을 통해 그림의 수정 과정을 파악할 수 있는데, 일부 그림에서는 감자바구니가 처음에는 죽은 아이를 담은 논관이었다고 전해진다.",1
볼륨 (컴퓨팅),"운영 체제에서 볼륨은 파일 시스템을 포함한 접근 가능한 저장 공간이며, 일반적으로 하드 디스크의 파티션에 위치하지만, 물리 드라이브와는 구별되며 파티션과는 다른 개념이다.",1
스티브 잡스,"젊은 시절 스티브 잡스는 문제의 아이였지만, 전자공학 키트를 통해 흥미를 발견하고 빌 휴렛에게 직접 연락하여 주파수 계수기 제작에 참여하며 컴퓨터 산업계로 발을 들여놓았다.",1
한사군,"청동기 시대를 지나 철기 시대에 접어들던 주변 토착 사회들과 한인들은 군현과의 조공·조알 관계를 통해 봉작, 의복, 인수 등을 수여하며 토산물을 수탈하는 공적 무역과 교류를 맺었다.",1
조병세 (프로게이머),"공식전 1승 2패, 비공식전 포함 시 4연패로 김윤환에 밀리고 있습니다.",1
나가시마 시게오,"은퇴를 앞두고 나가시마는 팀원들에게 최선을 다해 후회없는 플레이를 권고하며, 특히 사다하루에게 2년 연속 3관왕을 달성한 달라를 위한 축하를 깜짝 건네었다.",1
사무라이도코로,"고케닌 중 유력한 자들이 쇼시 또는 사무라이도코로노쓰카사라는 명칭으로 조직을 지휘했으며, 그 중 벳토가 최고직이었다.",1
서울특별시의 역사,"서울은 신라 시대 수도였던 '서라벌'에서 유래되었으며, '서울'로의 명칭 변화는 용비어천가와 같은 과정을 거쳐 이루어졌고, 1946년 경성부가 서울시로 개칭되었다.",1
Z-Wave,Z-Wave의 상호 운용성 계층은 모든 Z-Wave 장치가 정보를 공유하고 원활하게 작동하도록 돕는 무선 메쉬 네트워킹 기술을 통해 직접 또는 간접적으로 통신할 수 있도록 합니다.,1
진전섬망,"알코올성 음료는 진전섬망 치료에 사용될 수 있지만, 일반적으로 티아민 정맥 주사가 선호되는 치료법이다.",1
잉글랜드 왕녀 메리 (1496년),"헨리 8세가 아라곤의 캐서린과의 혼인을 무효화시키려고 시도했을 때 메리는 반대하여, 이로 인해 그녀와 헨리 사이에 갈등이 생겨 1533년 6월 25일 서퍽의 웨스트허프 홀에서 사망했고, 처음에는 베리 세인트 에드먼즈의 수도원에 매장되었으나, 수도원 해산으로 인해 세인트 메리 성당으로 옮겨졌다.",1
로랑 블랑,"1989년 2월 7일, 그는 아일랜드와의 경기에서 국가대표팀 데뷔를 하였고, 이후 프랑스는 1990년 월드컵 진출 실패 후 1992년 유로 대회 본선 진출을 위한 강력한 부활을 보여주었지만, 결국 덴마크에 패하며 조별 리그에서 탈락했다.",1
쇠고기,"한국의 쇠고기 등급은 마블링을 기준으로 하며, 이는 미국, 일본과 함께 세계적으로 쇠고기 등급을 매기는 세 나라 중 하나이다.",1
루이스 벌코프,벌코프는 1873년 네덜란드 엠맨에서 태어나 1882년 부모와 함께 미시간주 그랜드 래피즈로 이주했습니다.,1
Higher Power,"콜드플레이의 신곡 〈Higher Power〉의 오디오 비주얼라이저는 2021년 5월 7일 싱글 발매와 동시에 콜드플레이 유튜브 채널에서 공개되었으며, 빈터에서 외계인 홀로그램이 곡에 맞춰 춤을 추는 모습을 보여줍니다.",1
마즈다크교,"조로아스터교 출신이었던 마즈다크(Mazdak,? - 528)는 공산주의적 사상을 주장하며, 마니교의 영향을 크게 받았다고 여겨진다.",1
온대림,"약 6천만 년 전 포유류가 지구에 나타나 전 세계로 퍼지던 시대, 뉴질랜드는 이미 오스트레일리아로부터 분리된 섬이었고, 박쥐 2종과 해안에 서식하는 바다표범 외에는 다른 포유류가 거주하지 않았다.",1
코볼,"1970년대 프로그래머들은 구조화되지 않은 스파게티 코드를 더 구조적인 프로그래밍 방식으로 전환하기 시작했고, 튜링상 수상자인 에츠허르 데이크스트라조차도 코볼을 비판하며 이러한 전환의 필요성을 강조했다.",1
무쌍 (비디오 게임 시리즈),"전투에서 상대를 무찌르려면 체력을 0으로 먼저 만들고, 반대로 상대의 공격을 피해나가며 자신의 체력이 0이 되지 않도록 주의해야 게임을 이길 수 있다.",1
홍차,홍차는 재배 지역의 독특한 특징에 따라 다양하게 분류됩니다.,1
보드카레인,2집 앨범 'Flavor'에 수록된 〈100퍼센트〉는 2008년 11월 발매 이후 인디씬을 넘어 대중적 인지도를 크게 높이는 데 기여했다.,1
이철승,"그 해 12월, 그는 전국반탁학생총연맹의 중앙위원장으로 선출되었다.",1
라이트 판타스틱,마이브리즈 사진의 활용 방안.,1
진 양공 (1대),"서융이 그 해 서견구를 압박하자, 양공의 형인 공자 세보가 군사를 이끌고 맞섰지만, 결국 서융에게 포로로 잡혀 1년 동안이나 갇혔다가 풀려났다.",1
헨리 윌슨,"윌슨은 1840년 미국 대통령 선거에서 연사로 주목을 받았고, 그 해 휘그당 후보로 매사추세츠주 입법부에 당선되어 1852년까지 활동했습니다.",1
젤라틴슬라임,"역사가 예술에 영감을 주었고, 그 슬라임의 이름은 조(젤라틴 슬라임)이다.",1
노동조합,"국제 노동조합 연맹(ITUC)은 2006년 국제 자유 노동조합 연맹(ICFTU)과 세계 노동 연맹(WCL)의 합병으로 출범하여 전 세계 151개국에 걸쳐 305개 노동조합, 1억 7,500만 명의 노동자를 가입자로 두고 있으며, 세계 노동조합 연맹(WFTU)도 또 다른 노동조합 국제 연대 기구로 활동하고 있다.",1
이한기,서재필은 서재창의 이모부이자 진사 이최선의 4대손이기도 하다.,1
인구소멸 위험지역,지방에서 서울 및 수도권으로의 이주가 늘어나면서 서울과 수도권은 인구 밀집으로 인해 건설 가능한 땅이 부족해질 우려가 제기되고 있다.,1
비트 필드,비트 필드는 비트 배열과 달리 기계의 워드 크기에 맞춰 정수 색인 없이 비트를 직접 저장합니다.,1
리투아니아의 경제,"리투아니아의 높은 중등교육 성취도 덕분에 정보통신기술 분야에 대한 투자를 유치하며, 정부와 은행은 전자화폐 및 결제 기관의 면허 취득을 용이하게 하여 EU의 재테크 이니셔티브에서 주목받고 있다.",1
랜디 새비지,"그녀는 선수 경력 동안 미스 엘리자베스의 관리 아래 둔탁한 저음 목소리로 팬들에게 기억에 남았고, 특히 경기 시작 시 〈위풍당당 행진곡〉과 함께 등장하며 ""오- 예!(Oooh yeah!)""라는 캐치프레이즈로 유명하며, 영화 스파이더맨에도 카메오로 출연했다.",1
이고르 스트라빈스키,"1962년 스트라빈스키는 케네디 대통령의 80번째 생일을 기념하여 백악관에서 만찬에 참석하고 특별 메달을 받았으며, 같은 해 9월에는 1914년 이후 처음으로 러시아로 돌아와 모스크바와 레닌그라드에서 공연을 펼치며 흐루쇼프와 쇼스타코비치를 비롯한 소련 작곡가들을 만났다.",1
무쓰 무네미쓰,"그는 외무대신으로 재임 중 불평등 조약 개정에 적극적으로 참여했고, 막말까지는 요노스케라고 불렸다.",1
현대예술관,현대예술관은 문화와 예술의 접근성을 높이기 위해 다양한 사업을 추진하고 있습니다.,1
디르크 노비츠키,"1998년 DJK의 챔피언십을 이끌고 복귀한 노비츠키는 NBA 진출을 위해 1라운드 7순위로 예상되며 많은 대학 제안을 거절하고 프리시즌에 참가했고, 그 과정에서 릭 피티노와 돈 넬슨의 눈길을 사로잡으며, 결국 밀워키 벅스에 의해 9순위로 지명되어 댈러스 매버릭스로 이적하면서 스티브 내시를 맞이하는 거래가 이루어졌다.",1
7·1 경제 관리 개선 조치,"행정 관료들은 물자 관리 과정에서 횡령을 저지르며, 협동농장에서는 간부들이 쌀 등 주곡을 빼돌리고, 유통 분야의 관료들은 배급품이나 자재를 탈취하는 등 다양한 방식으로 부정을 행사하고 있다.",1
2018년 한국시리즈,"4차전은 우천으로 인해 일정이 변경되었지만, 두 팀의 선발 투수들은 모두 호투하며 팽팽한 경기가 이어졌고, 결국 8회초 두산의 역전 2점 홈런으로 흐름이 바뀌어 두산이 시리즈를 1승 1패로 다시 원점으로 돌아왔다.",1
우울,"감정의 강도는 지속 시간뿐만 아니라 반복 횟수에서도 비교될 수 있으며, 이는 스트레스와 같은 내적 요인이 외적 요인에 대해 어떻게 반응하는지에 대한 이해를 돕는다.",1
윤백남,"그는 《몽금》으로 문단을 시작하여 1930년대에는 대중소설 《대도전》으로 인기를 얻고 야담 운동에도 참여하며 1934년 《야담》을 창간했고, 1937년에는 만주로 이주하여 역사 소설을 집필했다.",1
쿨름 전투,"프랑스 기록에 따르면 전투 이후 방담은 약탈자로 취급되어 러시아 차르 알렉산드르 1세에게 끌려가, 자신을 범죄자로 몰아넣는 것에 대해 ""역사는 나를 아버지의 피를 손에 묻힌 사람으로 몰아넣지 않을 것이다""라며 차르 알렉산드르 1세의 아버지 파벨 페트로비치의 암살에 대한 의혹을 암시했다.",1
월드 오브 워쉽,월드 오브 워쉽에는 다양한 국가의 군함들이 등장한다.,1
유명전,"아버지의 사망으로 어린 시절 가난을 겪은 그는 18세에 학업을 포기하고 산적이 되었고, 1856년 어머니의 자살 이후 고향으로 돌아와 향용을 조직하며 태평천국 난에 참여하지 않고 중립을 지켰으나, 1857년 여주 지현의 요청을 거부하여 투옥된 후 이홍장의 회군에 합류하여 태평천국 토벌에 참여하게 되었다.",1
Baby! Baby! Baby!,"이번 싱글의 센터는 마에다 아츠코이며, 첫 선발은 오호리 메구미가 맡았고, 우메다 아야카, 카와사키 노조미, 나카니시 리나는 각각 〈만나고 싶었어〉, 〈벚꽃잎들〉, 〈나의 태양〉 이후 복귀작이다.  오오타 아이카, 나리타 리사, 히라지마 나츠미, 마츠바라 나츠미는 선발 명단에서 빠졌고, 나카니시 리나는 이번 싱글이 마지막 선발이 될 예정이다.",1
LG V50S ThinQ,안드로이드 10의 기본 기능 일부가 더해졌다.,1
제37회 봉황대기 전국고교야구대회,"홍상삼(충암고)가 승리투수, 민성기(중앙고)가 패전투수였다.",1
오토 폰 비스마르크,마리 폰 타텐을 만나고 요하나 폰 푸트카머와 결혼했다.,1
CEBPB,CEBPB 유전자 기능은 siRNA 녹다운을 통한 효과적인 검증이 가능하다.,1
김광진 (정치인),국회 국방위원회는 군인들의 월급에 부담을 주는 유료 세탁기 문제를 지적하며 무료 세탁기 설치를 주장하고 있다.,1
폴란드 문학,"20세기 초기, 시계에서 시작된 새로운 변화는 월간 시잡지 '스카만데르'를 통해 자리 잡았고, 이들은 애국주의적 시대를 거부하며 예술성을 중시하고 새로운 시 형식을 추구했으며, 그 중 가장 뛰어난 인물인 투빔은 20세기 최고의 시인으로 평가받고 있다.",1
이란 핵협정 프레임 워크,2015년 3월 26일부터 4월 2일까지 스위스 로잔에서 이란의 핵 프로그램 관련 기본 협정 협상이 열렸다.,1
표트르 차이콥스키,"말년의 차이콥스키는 미국, 영국, 프랑스, 독일을 누비며 활동적이었고, 특히 1889년 영국에서 피아노 협주곡 1번을 연주하며 큰 인기를 얻었고, 1893년에는 런던에서 교향곡 4번을 지휘하며 성공을 거두며 케임브리지 대학에서 명예 음악학박사 학위까지 받았다.",1
벨 실험,벨 실험은 세계 최대 빔을 생성하는 KEKB 가속기에서 진행됩니다.,1
최진영 (배우),"고등학교 1학년부터 광고 모델을 시작한 그는 1990년 영화 《그래 가끔 하늘을 보자》의 조연으로 배우 활동을 본격적으로 시작하여 드라마, 연극, 그리고 1999년부터는 가수까지 다양한 분야에서 활동했다.",1
유리 가가린,"가가린은 동료들에게 깊은 신뢰를 받아 익명 투표에서 압도적인 지지를 얻었고, 그의 동료 예브게니 흐루노프는 가가린이 집중력이 뛰어나고 어려울 때 큰 힘이 되는 사람이라고 칭찬했다.",1
매드 그린 보이즈,전북FC는 역대 최고의 용병 듀오 마그노와 에드밀손을 영입하며 리그 1위를 잠시 맛보았지만 결국 5위로 시즌을 마감하며 팬들의 아쉬움을 남겼다.,1
가면라이더 스트롱거,"마그마 온도를 24만도로 끌어올려 강화한 스트롱거에게 기술을 모두 반사시켜 궁지에 몰리게 하지만, 바닷속으로 던져져 급격한 체온 저하로 인해 마그마가 분출하여 폭사한다.",1
해킨토시,"10.4.8 업데이트가 출시되었지만, 커널은 여전히 10.4.4를 사용하며, 많은 업데이트는 프레임워크에서 10.4.8 커널의 업데이트를 요구했고, 애플은 SSE3 구조를 더 많이 활용하도록 변경하여 SSE2 사용자의 시스템 성능 저하를 초래했습니다.",1
Wild Frontier,"맥스 미들턴이 펜으로 쓴 〈The Loner〉은 1979년 코지 파월의 《Over the Top》 앨범에 처음으로 수록되었지만, 무어의 개작으로 인해 공동 작곡가로 기록되었다.",1
OCI (기업),"2001년 3월 13일, 산하 생활용품 기업 옥시를 1,625억 원에 영국의 레킷벤키저에 매각했으며, 엔진첨가제 브랜드 불스원샷은 2001년 6월 12일 불스원이라는 별도의 법인으로 분사되었다.",1
정태원,"공직 생활 동안 녹조, 황조, 청조근정훈장을 받았다.",1
다겐 H,"스톡홀름에서는 노면 전차가 버스로 대체되었고, 기존 버스도 양쪽 문을 갖춘 새로운 버스로 교체되어 8000여대의 버스가 개조되었습니다.",1
용의 전설 레전더,대한민국 SBS에서 2004년 10월 26일부터 2005년 7월 12일까지 방영된 애니메이션은 용의 전설 레전더(레젠즈 되살아나는 용왕전설)다.,1
김두봉,"그는 김원봉과 같은 김해 김씨이기에 가까운 친척으로 오해받기도 했지만, 실제로는 두자 돌림이라 먼 친척 관계였다.",1
말뭉치언어학,"말뭉치 언어학은 실제로 사용되는 언어를 분석하여 언어를 연구하는 응용 언어학의 한 분야로, 말뭉치라는 언어 데이터 집합을 활용한다.",1
단백질 표적화,"그람 음성 세균의 단백질은 세포 내 여러 부분에 위치하거나 분비될 수 있으며, 특히 세포 외막을 통과하는 단백질 분비 시스템은 병원성과 밀접한 관련이 있어, 타입 I, 타입 II 등으로 구분된다.",1
우에스기 겐신,"1560년 에이로쿠 3년 음력 3월, 엣추의 야스타네가 나가모토의 공격을 받자 가게토라는 처음으로 엣추로 출진하여 나가모토의 성들을 차례로 함락시키고 야스타네를 구원한 후, 호조 우지야스를 토벌하기 위해 에치고에서 간토로 진격하여 여러 성을 점령하고 우마야바시 성을 거점으로 삼았다.",1
하태경,하태경은 안민석의 '김재윤 전 의원 죽음에 최재형 책임 있다'는 주장에 대해 '내로남불'이라 비판하며 안민석이 자신에게 저주를 건 협박 메시지를 보냈다고 주장하며 국회 윤리위원회 제소를 언급했다.,1
엣지 오브 투모로우,"무한한 반복을 통해 한 가지 목표를 향해 나아가는 주인공, 시간은 죽음을 통해 과거로 돌아가지만, 목적을 달성한 순간 진정한 삶의 의미에 대해 깊이 성찰하게 된다.",1
달걀 프라이,전자레인지로 달걀 프라이를 만들 때는 기름을 살짝 바른 그릇에 계란을 넣고 노른자에 작은 구멍을 뚫은 후 랩을 씌워 가열하면 됩니다.,1
X 우주,"230년, 파라니드는 스플릿의 전쟁 피해를 이유로 아르곤의 지원을 거절하면서 양국의 관계가 악화되었다.",1
서계 (인물),"서계는 장총의 제사 규격 축소안에 반대하며 조제 복원을 주장했고, 이로 인해 장총의 탄핵으로 쫓겨나 벼슬을 잃고 지방으로 떠돌아야 했다.",1
세계화,"문화적 세계화는 기술과 교류를 통해 전 세계적으로 아이디어, 가치관, 의미를 공유하고, 이는 국경을 초월한 사회적 관계 형성과 공통된 문화적 규범과 지식을 만들어내는 과정이다.",1
플라이슈만-폰즈 실험,"1988년 플라이슈만과 폰즈는 미국 에너지부에 더 많은 실험을 위한 재정 지원을 요청했고, 평가 과정에서 뮤온 촉매 핵융합 분야에 경험이 있는 스티븐 존스가 평가자로 참여하면서 두 연구팀은 존스의 연구팀과 유타에서 만나 연구 결과를 공유하며 상온 핵융합 가능성에 대한 흥미로운 발견을 공유했습니다.",1
군재독서지,"《군재독서지》는 남송 순우 연간의 구주본(20권)과 원주본(4권) 두 가지 주요 간본으로 이루어져 있는데, 원주본은 조희변이 소장한 초간본 4권본과 구주본 20권본을 비교하며 작성한 《후지》(2권)와 자신의 장서목록 《독서부지》(1권)를 부록으로 더해 7권으로 구성되었다.",1
필로스트라토스,"그의 다른 저서인 ""상상""은 대개 그의 사위 렘노스의 필로스트라토스의 필자로 여겨진다.",1
준강대국,"이탈리아는 유로파이터 타이푼 사업 참여와 엔진 생산을 통해 세계적인 정밀 기계 가공 능력을 뽐내며, 자동차 산업의 핵심 기술력을 갖춘 강대국 중 하나이며 스페인과 함께 유럽 정밀 기계공업의 선두주자로 꼽힌다.",1
곤충,"고생대 말기에 원시잠자리류가 등장했고, 신생대에는 속씨식물과 함께 꽃, 꿀을 빨아먹는 나비, 벌, 파리, 딱정벌레 등이 등장하면서 포유류와 함께 기생 곤충인 벼룩도 생겨나 서로에게 영향을 주며 진화했다.",1
구약성경,"70년 예루살렘 파괴 전 에세네파가 작성한 사해사본에 기록된 정경 목록과 90년 이후 바리새파가 만들어낸 히브리성경 분류법은 에스테르의 존재 여부, 그리고 에녹서, 희년서, 예레미야의 편지의 포함 여부에서 차이를 보이며, 에세네파의 정경 목록이 구체적으로 제한되었는지는 불분명합니다.",1
수성의 지질학,수성의 표면은 강력한 조력력에 의해 휘어졌다.,1
자살,"역사 속에서 명예를 지키기 위해 자살을 선택한 사례로는 한니발 장군과 네로 황제의 스승 세네카에게 자살을 명한 사건, 소설 《쿠오바디스》 속 페트로니우스의 자살이 있다.",1
닥터 후,"2000년 이상의 삶을 살아온 타임로드 종족의 마지막 후계자는 외모는 일반인과 같지만 심장이 두 개라는 차이만 있고, 타임머신 타디스를 타고 시간 여행을 하며, 지식과 지혜로 다양한 시간적 문제를 해결하지만, 상실감과 분노 등의 감정도 드러내기도 한다.",1
베이커 스트리트 역,"역 출구는 베이커 가, 칠테른 가(승차권 필요), 매릴번 로에 위치하며, 근처에는 리젠츠 파크, 로드 크리켓 그라운드, 셜록 홈즈 박물관, 마담 투소가 있습니다.",1
제28보병사단 (대한민국),"1953년 11월 18일 창설된 28보병사단은 충남 논산에서 시작하여 강원도 사창리, 포천, 양평을 거쳐 1966년 현재 위치로 이전, 58년간 중서부 전선 최전방을 지키며 신병양성, 대간첩작전, 휴전선 경계 등 다양한 임무를 수행하며 55회의 표창을 받았고, 특히 대간첩작전 44회 성공으로 뛰어난 전과를 거두었으나, 2025년 국방개혁 2.0으로 해체될 예정이다.",1
FFVD,"북한은 경제적 어려움으로 인해 한국의 첨단 무기력에 뒤처지고, 비핵화 시 최첨단 재래식 무기를 구입하거나 유지하기 어려운 상황에 처한다.",1
이화림,"이춘실은 숭현소학교에서 유아교육을 전공하고 14세의 나이로 3·1 운동에 참여하며 항일운동에 헌신했고, 오빠들의 항일 활동을 돕고 역사문학연구회에 참여하며 사회주의 사상을 접하고, 청진 유아원 근무 중 1927년 조선공산당에 가입했습니다.",1
임신서기석,경주 금장리의 언덕에서 1934년 발견된 자연석인 임신서기석은 현재 국립경주박물관에 전시되어 있다.,1
조선민주주의인민공화국의 정치,"이들은 한국인, 일본인 납치뿐 아니라 해외에 공작원을 파견하고, 마약 밀수, 달러 위조 등 다양한 범죄를 저지르며 국제 사회의 비난을 받고 있으며, 대한항공기 폭파 사건, 버마 요인 폭살, 레바논 여성 납치 사건 등 테러 활동까지 저지른 바 있다.",1
방글라데시-파키스탄 관계,파키스탄 다카 고등위원회 관계자들이 금지된 자마트 우르 무자헤딘 조직에 대한 자금 지원과 방글라데시에서 불법 인도 통화 거래 혐의로 몰렸지만 파키스탄 외무부는 이를 부인하고 있다.,1
현대 imax N,"2019년 10월 18일, 현대자동차 호주 법인은 iMax N의 드리프트 주행 영상을 '드리프트 버스'라는 제목으로 공개하며, 402ps의 최고 출력과 56.6kgf.m의 최대 토크를 자랑하는 후륜구동 iMax와 동일한 구동 방식으로 화려한 드리프트를 선보였다.",1
성기사 (캐릭터 클래스),"전사적 이미지는 중세 시대의 기사를, 종교적 이미지는 샤를마뉴의 기사단이나 십자군 기사단과 같은 역사적 기사들을 떠올리게 한다.",1
빅토르 위그,"쿠바 작가 알레호 카르펜티에르는 1962년, '대성당에서의 폭발'이라는 제목의 호평받은 소설에서 위그를 주인공으로 그렸다.",1
가일 (스트리트 파이터),"이 기술은 승룡권 시, 철망에 걸린 상황, 심지어 쓰러진 상대에게도 효과가 있으며, 사용 시 액션이 무적이면서 연속으로 사용 가능했다.",1
육묘,"싹틔운 볍씨를 육묘상자에 파종한 후, 적절한 온도와 빛 조건을 유지하며 육묘기를 통해 균일하게 싹을 키우고, 뿌리와 잎이 발달하면 빛에 순응시켜 본격적인 생장을 돕는다.",1
밀레피오리,15세기까지 무라노 유리 제작자들은 주형에 넣어 다양한 색 유리를 층층이 쌓아 만들어낸 로제타 막대로 로제타 비즈를 제작했다.,1
시대정신,요즘에는 '시대정신'이라는 용어를 단순히 당시 사회의 일반적인 지식이나 신념을 지칭하기도 한다.,1
안드레아 바르찰리,2012년 유로 대회에서 바르찰리는 보누치 대신 출전하여 아일랜드전부터 준결승전까지 팀의 승리에 기여했다.,1
곤고급 코르벳,"그 뒤 측량 작업에 참여한 후, 1909년 곤고와 1911년 히에이의 퇴역으로 해체되었다.",1
샤푸르 2세,호르미즈드 2세와 이프라의 아들로 태어나 황제의 자리에 오르게 되었다.,1
자동차 핸들링,"자동차 핸들링은 코너링 시 차량의 방향 전환 능력과 주행 중 안정성을 포괄하는 개념으로, 최대 횡가속도와 접지력과도 연관되며, 이를 위해 편안함이나 공간을 희생하는 차량을 스포츠카라고 부른다.",1
조직침묵,"집단 내에서의 인정 욕구와 소외에 대한 두려움 때문에, 집단 압력이 커지면 개인의 의견을 굽히고 집단의 의견에 동조하는 경향이 강해진다.",1
TRIZ,가구 이동용 바퀴가 원통형에서 공 모양으로 변경되었다.,1
